iter	Passed	Remaining
1674	14583	2829
1675	14592	2820
1676	14600	2812
1677	14611	2803
1678	14620	2795
1679	14629	2786
1680	14637	2777
1681	14645	2768
1682	14655	2760
1683	14663	2751
1684	14672	2742
1685	14681	2734
1686	14691	2725
1687	14700	2717
1688	14709	2708
1689	14718	2699
1690	14726	2691
1691	14734	2682
1692	14743	2673
1693	14752	2664
1694	14762	2656
1695	14771	2647
1696	14780	2639
1697	14788	2630
1698	14797	2621
1699	14807	2613
1700	14818	2604
1701	14827	2596
1702	14837	2587
1703	14846	2579
1704	14856	2570
1705	14865	2561
1706	14874	2553
1707	14882	2544
1708	14890	2535
1709	14900	2526
1710	14909	2518
1711	14917	2509
1712	14924	2500
1713	14932	2491
1714	14942	2483
1715	14952	2474
1716	14959	2465
1717	14967	2456
1718	14976	2448
1719	14985	2439
1720	14994	2430
1721	15003	2422
1722	15012	2413
1723	15021	2404
1724	15031	2396
1725	15039	2387
1726	15048	2378
1727	15058	2370
1728	15065	2361
1729	15074	2352
1730	15083	2343
1731	15092	2335
1732	15102	2326
1733	15110	2317
1734	15117	2308
1735	15125	2300
1736	15132	2291
1737	15139	2282
1738	15147	2273
1739	15155	2264
1740	15163	2255
1741	15173	2247
1742	15182	2238
1743	15193	2230
1744	15203	2221
1745	15212	2213
1746	15222	2204
1747	15230	2195
1748	15239	2186
1749	15248	2178
1750	15257	2169
1751	15266	2161
1752	15275	2152
1753	15284	2143
1754	15293	2135
1755	15303	2126
1756	15312	2117
1757	15321	2109
1758	15329	2100
1759	15337	2091
1760	15346	2082
1761	15354	2073
1762	15362	2065
1763	15371	2056
1764	15380	2047
1765	15390	2039
1766	15398	2030
1767	15407	2021
1768	15414	2012
1769	15425	2004
1770	15434	1995
1771	15444	1987
1772	15452	1978
1773	15462	1969
1774	15471	1961
1775	15479	1952
1776	15489	1943
1777	15497	1935
1778	15506	1926
1779	15514	1917
1780	15523	1908
1781	15532	1900
1782	15542	1891
1783	15551	1882
1784	15559	1874
1785	15567	1865
1786	15576	1856
1787	15584	1847
1788	15593	1839
1789	15600	1830
1790	15609	1821
1791	15619	1813
1792	15627	1804
1793	15636	1795
1794	15645	1786
1795	15654	1778
1796	15662	1769
1797	15672	1760
1798	15681	1752
1799	15690	1743
1800	15698	1734
1801	15706	1725
1802	15715	1717
1803	15723	1708
1804	15733	1699
1805	15742	1691
1806	15750	1682
1807	15759	1673
1808	15769	1664
1809	15776	1656
1810	15786	1647
1811	15793	1638
1812	15802	1629
1813	15811	1621
1814	15820	1612
1815	15831	1604
1816	15839	1595
1817	15849	1586
1818	15857	1577
1819	15866	1569
1820	15876	1560
1821	15886	1552
1822	15896	1543
1823	15904	1534
1824	15913	1525
1825	15922	1517
1826	15932	1508
1827	15941	1500
1828	15950	1491
1829	15958	1482
1830	15967	1473
1831	15978	1465
1832	15987	1456
1833	15995	1447
1834	16004	1439
1835	16012	1430
1836	16021	1421
1837	16030	1412
1838	16039	1404
1839	16048	1395
1840	16056	1386
1841	16065	1378
1842	16075	1369
1843	16084	1360
1844	16093	1352
1845	16101	1343
1846	16112	1334
1847	16120	1325
1848	16128	1317
1849	16138	1308
1850	16147	1299
1851	16156	1291
1852	16164	1282
1853	16172	1273
1854	16181	1264
1855	16190	1256
1856	16199	1247
1857	16209	1238
1858	16219	1230
1859	16227	1221
1860	16236	1212
1861	16245	1203
1862	16254	1195
1863	16263	1186
1864	16272	1177
1865	16283	1169
1866	16292	1160
1867	16299	1151
1868	16305	1142
1869	16315	1134
1870	16323	1125
1871	16331	1116
1872	16338	1107
1873	16345	1099
1874	16355	1090
1875	16362	1081
1876	16371	1072
1877	16380	1064
1878	16390	1055
1879	16398	1046
1880	16406	1037
1881	16415	1029
1882	16425	1020
1883	16434	1011
1884	16443	1003
1885	16451	994
1886	16460	985
1887	16469	977
1888	16479	968
1889	16487	959
1890	16499	951
1891	16508	942
1892	16518	933
1893	16527	924
1894	16536	916
1895	16545	907
1896	16556	898
1897	16565	890
1898	16574	881
1899	16584	872
1900	16593	864
1901	16602	855
1902	16610	846
1903	16618	837
1904	16628	829
1905	16638	820
1906	16647	811
1907	16655	803
1908	16665	794
1909	16674	785
1910	16685	777
1911	16694	768
1912	16703	759
1913	16713	750
1914	16721	742
1915	16730	733
1916	16739	724
1917	16747	716
1918	16756	707
1919	16765	698
1920	16775	689
1921	16785	681
1922	16794	672
1923	16803	663
1924	16813	655
1925	16821	646
1926	16830	637
1927	16839	628
1928	16850	620
1929	16859	611
1930	16868	602
1931	16877	594
1932	16887	585
1933	16896	576
1934	16905	567
1935	16915	559
1936	16923	550
1937	16931	541
1938	16940	532
1939	16948	524
1940	16956	515
1941	16965	506
1942	16974	497
1943	16982	489
1944	16992	480
1945	17002	471
1946	17011	463
1947	17019	454
1948	17028	445
1949	17036	436
1950	17046	428
1951	17055	419
1952	17065	410
1953	17074	401
1954	17083	393
1955	17091	384
1956	17099	375
1957	17108	366
1958	17116	358
1959	17127	349
1960	17136	340
1961	17145	332
1962	17154	323
1963	17162	314
1964	17171	305
1965	17179	297
1966	17186	288
1967	17195	279
1968	17205	270
1969	17215	262
1970	17223	253
1971	17232	244
1972	17239	235
1973	17247	227
1974	17258	218
1975	17269	209
1976	17280	201
1977	17289	192
1978	17298	183
1979	17307	174
1980	17314	166
1981	17322	157
1982	17330	148
1983	17337	139
1984	17347	131
1985	17354	122
1986	17364	113
1987	17372	104
1988	17382	96
1989	17391	87
1990	17399	78
1991	17409	69
1992	17418	61
1993	17427	52
1994	17434	43
1995	17443	34
1996	17451	26
1997	17460	17
1998	17468	8
1999	17477	0
