iter	RMSE
1681	826306.0204
1682	826305.9797
1683	826305.9548
1684	826305.9539
1685	826305.9063
1686	826305.8676
1687	826305.7866
1688	826305.7206
1689	826305.6535
1690	826305.6033
1691	826305.5754
1692	826305.5515
1693	826305.5338
1694	826305.5002
1695	826305.4631
1696	826305.4619
1697	826305.453
1698	826305.4524
1699	826305.4073
1700	826305.4068
1701	826305.3674
1702	826305.3673
1703	826305.3269
1704	826305.2864
1705	826305.2193
1706	826305.1751
1707	826305.1262
1708	826305.1043
1709	826305.0784
1710	826305.0071
1711	826305.0008
1712	826304.9999
1713	826304.9852
1714	826304.9607
1715	826304.96
1716	826304.9342
1717	826304.885
1718	826304.8844
1719	826304.8838
1720	826304.8422
1721	826304.8418
1722	826304.8357
1723	826304.8354
1724	826304.8353
1725	826304.8245
1726	826304.8243
1727	826304.8242
1728	826304.7853
1729	826304.7544
1730	826304.7167
1731	826304.6501
1732	826304.6071
1733	826304.5966
1734	826304.5696
1735	826304.5695
1736	826304.5597
1737	826304.5595
1738	826304.5062
1739	826304.501
1740	826304.468
1741	826304.465
1742	826304.4625
1743	826304.4212
1744	826304.4001
1745	826304.3999
1746	826304.3824
1747	826304.3818
1748	826304.3812
1749	826304.3326
1750	826304.3073
1751	826304.2377
1752	826304.2375
1753	826304.1938
1754	826304.1935
1755	826304.1839
1756	826304.1442
1757	826304.1307
1758	826304.1226
1759	826304.0855
1760	826304.0467
1761	826304.035
1762	826304.0193
1763	826303.9773
1764	826303.9541
1765	826303.9532
1766	826303.9515
1767	826303.9348
1768	826303.9344
1769	826303.934
1770	826303.9097
1771	826303.8865
1772	826303.8467
1773	826303.8142
1774	826303.7856
1775	826303.7851
1776	826303.7624
1777	826303.7581
1778	826303.7579
1779	826303.7551
1780	826303.7099
1781	826303.7094
1782	826303.6769
1783	826303.6617
1784	826303.6391
1785	826303.6281
1786	826303.5933
1787	826303.5865
1788	826303.5865
1789	826303.5862
1790	826303.5861
1791	826303.5861
1792	826303.5857
1793	826303.5609
1794	826303.5384
1795	826303.5383
1796	826303.5134
1797	826303.5111
1798	826303.5109
1799	826303.5108
1800	826303.4999
1801	826303.4999
1802	826303.4564
1803	826303.4386
1804	826303.4173
1805	826303.3923
1806	826303.3922
1807	826303.3678
1808	826303.3622
1809	826303.3622
1810	826303.3602
1811	826303.3601
1812	826303.36
1813	826303.3574
1814	826303.356
1815	826303.3353
1816	826303.3352
1817	826303.3097
1818	826303.3094
1819	826303.3093
1820	826303.3058
1821	826303.3044
1822	826303.2865
1823	826303.2606
1824	826303.2298
1825	826303.2291
1826	826303.229
1827	826303.2288
1828	826303.2288
1829	826303.2287
1830	826303.2128
1831	826303.204
1832	826303.2039
1833	826303.2037
1834	826303.1986
1835	826303.1843
1836	826303.1842
1837	826303.16
1838	826303.1486
1839	826303.1181
1840	826303.1055
1841	826303.1049
1842	826303.0981
1843	826303.0738
1844	826303.0736
1845	826303.0319
1846	826303.0318
1847	826303.0317
1848	826303.013
1849	826303.0129
1850	826302.9909
1851	826302.9659
1852	826302.9655
1853	826302.9654
1854	826302.9588
1855	826302.9456
1856	826302.9271
1857	826302.9271
1858	826302.9142
1859	826302.8984
1860	826302.8761
1861	826302.8547
1862	826302.8512
1863	826302.8374
1864	826302.8161
1865	826302.8127
1866	826302.8119
1867	826302.8049
1868	826302.7838
1869	826302.7518
1870	826302.7457
1871	826302.7297
1872	826302.7255
1873	826302.7127
1874	826302.696
1875	826302.673
1876	826302.6592
1877	826302.6468
1878	826302.6463
1879	826302.6319
1880	826302.6294
1881	826302.5965
1882	826302.5811
1883	826302.5539
1884	826302.5371
1885	826302.5338
1886	826302.5199
1887	826302.4952
1888	826302.4701
1889	826302.467
1890	826302.4391
1891	826302.4386
1892	826302.4138
1893	826302.4009
1894	826302.3897
1895	826302.3893
1896	826302.3799
1897	826302.3797
1898	826302.3732
1899	826302.3539
1900	826302.3537
1901	826302.3445
1902	826302.3294
1903	826302.3215
1904	826302.3083
1905	826302.2944
1906	826302.2941
1907	826302.294
1908	826302.2939
1909	826302.2776
1910	826302.2584
1911	826302.2583
1912	826302.2583
1913	826302.2405
1914	826302.2292
1915	826302.229
1916	826302.223
1917	826302.223
1918	826302.2229
1919	826302.2199
1920	826302.2117
1921	826302.2116
1922	826302.2116
1923	826302.203
1924	826302.1992
1925	826302.1839
1926	826302.1836
1927	826302.1805
1928	826302.1803
1929	826302.1774
1930	826302.1676
1931	826302.1675
1932	826302.1673
1933	826302.1496
1934	826302.1495
1935	826302.1389
1936	826302.1362
1937	826302.1087
1938	826302.1028
1939	826302.0959
1940	826302.0958
1941	826302.0922
1942	826302.069
1943	826302.0653
1944	826302.0652
1945	826302.0651
1946	826302.0628
1947	826302.0533
1948	826302.0442
1949	826302.0237
1950	826302.0235
1951	826302.0177
1952	826302.0121
1953	826302.0119
1954	826302.0074
1955	826302.0033
1956	826302.0033
1957	826301.9878
1958	826301.9876
1959	826301.9876
1960	826301.9861
1961	826301.9791
1962	826301.964
1963	826301.959
1964	826301.9589
1965	826301.9534
1966	826301.9514
1967	826301.9482
1968	826301.9481
1969	826301.9381
1970	826301.9231
1971	826301.9048
1972	826301.8942
1973	826301.8871
1974	826301.8714
1975	826301.8704
1976	826301.8695
1977	826301.8635
1978	826301.8558
1979	826301.8557
1980	826301.851
1981	826301.8509
1982	826301.8488
1983	826301.8403
1984	826301.8326
1985	826301.8312
1986	826301.831
1987	826301.8308
1988	826301.8202
1989	826301.8093
1990	826301.8091
1991	826301.809
1992	826301.7994
1993	826301.7992
1994	826301.792
1995	826301.7896
1996	826301.7801
1997	826301.7795
1998	826301.7735
1999	826301.7715
