iter	Passed	Remaining
1673	11681	2274
1674	11688	2267
1675	11696	2261
1676	11704	2254
1677	11710	2247
1678	11715	2239
1679	11723	2233
1680	11728	2225
1681	11734	2218
1682	11741	2211
1683	11748	2204
1684	11756	2197
1685	11763	2190
1686	11771	2184
1687	11778	2177
1688	11786	2170
1689	11792	2163
1690	11797	2155
1691	11803	2148
1692	11808	2141
1693	11814	2134
1694	11821	2127
1695	11827	2119
1696	11834	2113
1697	11841	2106
1698	11847	2098
1699	11853	2091
1700	11859	2084
1701	11865	2077
1702	11870	2070
1703	11877	2063
1704	11883	2056
1705	11888	2048
1706	11894	2041
1707	11899	2034
1708	11905	2027
1709	11912	2020
1710	11918	2013
1711	11924	2005
1712	11929	1998
1713	11936	1991
1714	11943	1984
1715	11951	1978
1716	11962	1971
1717	11969	1964
1718	11976	1957
1719	11982	1950
1720	11988	1943
1721	11996	1936
1722	12002	1929
1723	12008	1922
1724	12015	1915
1725	12022	1908
1726	12029	1901
1727	12036	1894
1728	12042	1887
1729	12048	1880
1730	12056	1873
1731	12062	1866
1732	12070	1859
1733	12076	1852
1734	12082	1845
1735	12091	1838
1736	12097	1831
1737	12104	1824
1738	12109	1817
1739	12114	1810
1740	12119	1802
1741	12124	1795
1742	12131	1788
1743	12137	1781
1744	12145	1774
1745	12151	1767
1746	12158	1760
1747	12166	1753
1748	12173	1746
1749	12178	1739
1750	12185	1732
1751	12194	1726
1752	12201	1719
1753	12206	1711
1754	12213	1704
1755	12217	1697
1756	12223	1690
1757	12231	1683
1758	12237	1676
1759	12244	1669
1760	12251	1662
1761	12258	1655
1762	12264	1648
1763	12270	1641
1764	12275	1634
1765	12281	1627
1766	12287	1620
1767	12293	1613
1768	12298	1606
1769	12304	1598
1770	12309	1591
1771	12314	1584
1772	12319	1577
1773	12325	1570
1774	12330	1562
1775	12335	1555
1776	12341	1548
1777	12346	1541
1778	12352	1534
1779	12357	1527
1780	12362	1520
1781	12367	1512
1782	12374	1506
1783	12381	1499
1784	12387	1492
1785	12393	1484
1786	12399	1477
1787	12407	1471
1788	12412	1463
1789	12419	1457
1790	12426	1450
1791	12431	1442
1792	12436	1435
1793	12443	1428
1794	12450	1421
1795	12456	1414
1796	12461	1407
1797	12467	1400
1798	12473	1393
1799	12478	1386
1800	12484	1379
1801	12490	1372
1802	12496	1365
1803	12502	1358
1804	12508	1351
1805	12513	1344
1806	12518	1337
1807	12523	1329
1808	12528	1322
1809	12534	1315
1810	12539	1308
1811	12544	1301
1812	12549	1294
1813	12554	1287
1814	12560	1280
1815	12566	1273
1816	12571	1266
1817	12577	1259
1818	12583	1252
1819	12588	1245
1820	12594	1237
1821	12599	1230
1822	12606	1224
1823	12612	1217
1824	12619	1210
1825	12626	1203
1826	12635	1196
1827	12642	1189
1828	12649	1182
1829	12656	1175
1830	12662	1168
1831	12668	1161
1832	12675	1154
1833	12681	1147
1834	12687	1140
1835	12693	1133
1836	12700	1126
1837	12707	1120
1838	12715	1113
1839	12725	1106
1840	12731	1099
1841	12738	1092
1842	12743	1085
1843	12751	1078
1844	12757	1071
1845	12763	1064
1846	12770	1057
1847	12777	1050
1848	12782	1043
1849	12788	1036
1850	12794	1029
1851	12802	1023
1852	12809	1016
1853	12814	1009
1854	12820	1002
1855	12826	995
1856	12834	988
1857	12843	981
1858	12850	974
1859	12856	967
1860	12861	960
1861	12867	953
1862	12873	946
1863	12877	939
1864	12884	932
1865	12890	925
1866	12897	918
1867	12903	911
1868	12910	904
1869	12916	897
1870	12923	891
1871	12930	884
1872	12936	877
1873	12941	870
1874	12947	863
1875	12953	856
1876	12959	849
1877	12965	842
1878	12971	835
1879	12977	828
1880	12984	821
1881	12992	814
1882	12999	807
1883	13005	800
1884	13011	793
1885	13016	786
1886	13022	779
1887	13027	772
1888	13035	766
1889	13042	759
1890	13050	752
1891	13057	745
1892	13063	738
1893	13068	731
1894	13074	724
1895	13081	717
1896	13086	710
1897	13092	703
1898	13098	696
1899	13103	689
1900	13110	682
1901	13117	675
1902	13123	668
1903	13129	662
1904	13135	655
1905	13141	648
1906	13147	641
1907	13154	634
1908	13159	627
1909	13165	620
1910	13171	613
1911	13175	606
1912	13181	599
1913	13187	592
1914	13192	585
1915	13198	578
1916	13203	571
1917	13208	564
1918	13215	557
1919	13221	550
1920	13226	543
1921	13234	537
1922	13239	530
1923	13245	523
1924	13250	516
1925	13256	509
1926	13262	502
1927	13269	495
1928	13275	488
1929	13280	481
1930	13285	474
1931	13291	467
1932	13299	460
1933	13306	454
1934	13313	447
1935	13320	440
1936	13327	433
1937	13335	426
1938	13344	419
1939	13352	412
1940	13361	406
1941	13370	399
1942	13381	392
1943	13391	385
1944	13399	378
1945	13409	372
1946	13418	365
1947	13429	358
1948	13437	351
1949	13445	344
1950	13452	337
1951	13462	331
1952	13470	324
1953	13480	317
1954	13490	310
1955	13499	303
1956	13507	296
1957	13517	289
1958	13525	283
1959	13535	276
1960	13544	269
1961	13553	262
1962	13561	255
1963	13571	248
1964	13578	241
1965	13589	235
1966	13599	228
1967	13607	221
1968	13615	214
1969	13624	207
1970	13632	200
1971	13642	193
1972	13653	186
1973	13664	179
1974	13675	173
1975	13684	166
1976	13693	159
1977	13702	152
1978	13709	145
1979	13717	138
1980	13724	131
1981	13730	124
1982	13735	117
1983	13743	110
1984	13751	103
1985	13756	96
1986	13762	90
1987	13768	83
1988	13775	76
1989	13782	69
1990	13789	62
1991	13799	55
1992	13809	48
1993	13819	41
1994	13831	34
1995	13839	27
1996	13850	20
1997	13859	13
1998	13869	6
1999	13879	0
